train_accuracy_step,epoch,step,valid_loss,valid_accuracy,train_loss,train_accuracy_epoch,test_loss,test_accuracy
1.0,13,3449,,,,,,
0.96875,13,3454,,,,,,
1.0,13,3459,,,,,,
1.0,13,3464,,,,,,
0.96875,13,3469,,,,,,
0.96875,13,3474,,,,,,
0.96875,13,3479,,,,,,
1.0,13,3484,,,,,,
1.0,13,3489,,,,,,
0.9375,13,3494,,,,,,
0.96875,13,3499,,,,,,
,13,3499,0.14634011685848236,0.972000002861023,,,,
,13,3499,,,0.1373317390680313,0.9651250243186951,,
0.96875,14,3504,,,,,,
1.0,14,3509,,,,,,
0.90625,14,3514,,,,,,
0.90625,14,3519,,,,,,
0.96875,14,3524,,,,,,
0.9375,14,3529,,,,,,
1.0,14,3534,,,,,,
1.0,14,3539,,,,,,
1.0,14,3544,,,,,,
1.0,14,3549,,,,,,
0.96875,14,3554,,,,,,
1.0,14,3559,,,,,,
0.90625,14,3564,,,,,,
0.90625,14,3569,,,,,,
1.0,14,3574,,,,,,
0.90625,14,3579,,,,,,
0.90625,14,3584,,,,,,
0.9375,14,3589,,,,,,
0.96875,14,3594,,,,,,
0.96875,14,3599,,,,,,
1.0,14,3604,,,,,,
0.9375,14,3609,,,,,,
0.96875,14,3614,,,,,,
1.0,14,3619,,,,,,
0.96875,14,3624,,,,,,
0.96875,14,3629,,,,,,
0.9375,14,3634,,,,,,
0.96875,14,3639,,,,,,
0.96875,14,3644,,,,,,
1.0,14,3649,,,,,,
1.0,14,3654,,,,,,
0.84375,14,3659,,,,,,
0.9375,14,3664,,,,,,
0.96875,14,3669,,,,,,
1.0,14,3674,,,,,,
1.0,14,3679,,,,,,
1.0,14,3684,,,,,,
0.96875,14,3689,,,,,,
0.90625,14,3694,,,,,,
0.90625,14,3699,,,,,,
0.90625,14,3704,,,,,,
1.0,14,3709,,,,,,
0.96875,14,3714,,,,,,
1.0,14,3719,,,,,,
0.9375,14,3724,,,,,,
1.0,14,3729,,,,,,
0.96875,14,3734,,,,,,
1.0,14,3739,,,,,,
0.9375,14,3744,,,,,,
1.0,14,3749,,,,,,
,14,3749,0.14914031326770782,0.972000002861023,,,,
,14,3749,,,0.1359652429819107,0.9651250243186951,,
,15,3750,,,,,0.14914031326770782,0.972000002861023
0.03125,0,4,,,,,,
0.15625,0,9,,,,,,
0.125,0,14,,,,,,
0.125,0,19,,,,,,
0.09375,0,24,,,,,,
0.125,0,29,,,,,,
0.09375,0,34,,,,,,
0.09375,0,39,,,,,,
0.1875,0,44,,,,,,
0.21875,0,49,,,,,,
0.1875,0,54,,,,,,
0.1875,0,59,,,,,,
0.15625,0,64,,,,,,
0.0625,0,69,,,,,,
0.125,0,74,,,,,,
0.1875,0,79,,,,,,
0.15625,0,84,,,,,,
0.15625,0,89,,,,,,
0.125,0,94,,,,,,
0.0625,0,99,,,,,,
0.09375,0,104,,,,,,
0.0625,0,109,,,,,,
0.03125,0,114,,,,,,
0.03125,0,119,,,,,,
0.125,0,124,,,,,,
0.1875,0,129,,,,,,
0.0625,0,134,,,,,,
0.125,0,139,,,,,,
0.0625,0,144,,,,,,
0.09375,0,149,,,,,,
0.125,0,154,,,,,,
0.125,0,159,,,,,,
0.125,0,164,,,,,,
0.15625,0,169,,,,,,
0.09375,0,174,,,,,,
0.25,0,179,,,,,,
0.09375,0,184,,,,,,
0.09375,0,189,,,,,,
0.15625,0,194,,,,,,
0.15625,0,199,,,,,,
0.09375,0,204,,,,,,
0.03125,0,209,,,,,,
0.125,0,214,,,,,,
0.1875,0,219,,,,,,
0.09375,0,224,,,,,,
0.125,0,229,,,,,,
0.1875,0,234,,,,,,
0.0625,0,239,,,,,,
0.15625,0,244,,,,,,
0.0625,0,249,,,,,,
,0,249,6736.4384765625,0.027000000700354576,,,,
,0,249,,,6963.9658203125,0.12174999713897705,,
0.09375,1,254,,,,,,
0.125,1,259,,,,,,
0.0625,1,264,,,,,,
0.25,1,269,,,,,,
0.15625,1,274,,,,,,
0.0625,1,279,,,,,,
0.1875,1,284,,,,,,
0.21875,1,289,,,,,,
0.03125,1,294,,,,,,
0.125,1,299,,,,,,
0.25,1,304,,,,,,
0.0625,1,309,,,,,,
0.09375,1,314,,,,,,
0.09375,1,319,,,,,,
0.15625,1,324,,,,,,
0.15625,1,329,,,,,,
0.125,1,334,,,,,,
0.0625,1,339,,,,,,
0.125,1,344,,,,,,
0.125,1,349,,,,,,
0.125,1,354,,,,,,
0.125,1,359,,,,,,
0.125,1,364,,,,,,
0.0625,1,369,,,,,,
0.1875,1,374,,,,,,
0.0625,1,379,,,,,,
0.03125,1,384,,,,,,
0.0625,1,389,,,,,,
0.15625,1,394,,,,,,
0.09375,1,399,,,,,,
0.09375,1,404,,,,,,
0.1875,1,409,,,,,,
0.09375,1,414,,,,,,
0.1875,1,419,,,,,,
0.125,1,424,,,,,,
0.15625,1,429,,,,,,
